MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,OverageMinutes,ReceivedCalls,PeakCallsInOut,OffPeakCallsInOut,MonthsInService,Cluster label
-0.7741530150954813,-0.48928948288278223,-0.9478152790414195,-0.3579812068843927,-0.06778922508407202,-0.31943157784229415,-0.40586240133870105,4.000869858987353,1
-0.92710348626498,-0.8825710207265303,-1.141747462406579,-0.3579812068843927,-0.6579918427667252,-0.7588655391650614,-0.7012354112708851,3.574031840027982,1
-0.4686884507056123,-0.886334480418815,-0.32723229227290884,-0.3579812068843927,-0.6555630254100064,-0.789543004389481,-0.6665611883658026,3.8585905193342294,1
0.49745232866463046,1.5674412389507903,1.1078658646292723,-0.3579812068843927,0.5582384486101826,3.8071020551830124,3.18613024553225,3.7163111796811057,2
-0.9238306516465171,-0.9013883191879537,-1.141747462406579,-0.3579812068843927,-0.6579918427667252,-0.8003215732521148,-0.7140777160505453,2.8626351417623637,1
-0.4675975058327914,0.3819514358811191,0.21577782114953806,-0.3579812068843927,-0.4017516116328984,-0.5242243862323386,-0.03343556272855595,2.8626351417623637,0
-0.6070202605793101,-0.8524633431882529,-0.6375237856571642,-0.3579812068843927,-0.6579918427667252,-0.7862265216625166,-0.6922457979251229,3.4317525003748584,1
0.057801544917783346,-0.7169787942660049,0.7587879345719849,-0.3579812068843927,-0.6579918427667252,-0.7364792807580525,-0.620328891159026,3.7163111796811057,1
-0.5275994738379443,-0.8562268028805377,-0.44359160229200456,-0.3579812068843927,-0.6434189386264128,-0.7232133498501954,-0.6922457979251229,2.8626351417623637,1
0.4695241399204138,1.0857183983383525,1.1078658646292723,-0.3579812068843927,-0.6579918427667252,-0.8003215732521148,-0.7140777160505453,3.147193821068611,0
-0.7473157712240858,-0.897624859495669,-0.8314559690223238,-0.3579812068843927,-0.6513125950357487,-0.7945177284799274,-0.7050881027047831,2.8626351417623637,1
3.3389273444141043,2.809382937404732,1.4957302313595915,1.9187951980959408,3.702342516882588,2.1156958644312285,0.9387269090917191,3.7163111796811057,2
-0.36919427830434065,-0.3933212607295231,-0.36601872894594073,-0.30333857316486473,-0.31127816509512546,-0.2837793885274282,-0.48291623001666206,3.147193821068611,1
0.07722036365399645,-0.07342718688532611,0.5260693145337935,-0.30333857316486473,-0.0878269682770016,0.3712259500480174,-0.5304327577014046,3.4317525003748584,0
-0.18569735069585516,-0.5965480841128954,0.9139336812641127,-0.3397669956445501,-0.42482537652172636,-0.6403012816760884,-0.17084822387091986,3.2894731607217347,0
2.4646441233353866,2.8206733164815856,2.07752678145507,2.93879102752713,2.470324912687009,5.152764921648769,0.0603132621629633,3.574031840027982,2
-0.6434578193315302,-0.8129470164192639,-0.6375237856571642,-0.3579812068843927,-0.6519197993749284,-0.6179150232690794,-0.6716981102776667,3.0049144814154873,1
-0.637566717018297,-0.8374095044191142,-0.6375237856571642,-0.3579812068843927,-0.6549558210708267,-0.6817573157631419,-0.7140777160505453,2.7203558021092404,1
-0.7634617553418358,-0.8223556656499755,-1.141747462406579,-0.26691015068517937,-0.6579918427667252,-0.7754479527998828,-0.7050881027047831,3.574031840027982,1
-0.643239630356966,-0.7245057136505741,-0.6375237856571642,-0.3579812068843927,-0.5395869966266867,-0.5822628339542134,-0.4662212338031038,3.0049144814154873,1
-0.5221447494738395,-0.639827870574169,-0.44359160229200456,-0.3579812068843927,-0.21776869686145406,-0.5739716271368027,-0.5175904529217445,2.7203558021092404,1
-0.8363368728462761,-0.8148287462654062,-1.141747462406579,-0.23048172820549406,-0.6440261429655925,-0.74228312553024,-0.5342854491353027,3.574031840027982,1
-0.6759679765415948,-0.7771941493425596,-0.6375237856571642,-0.3579812068843927,-0.5001187145800072,-0.5374903171401956,-0.6331711959386862,3.2894731607217347,1
0.882119490821301,1.3453971171059949,1.1078658646292723,0.5254080382479767,1.0907566540707656,2.2674249491898446,0.12966170797312832,3.0049144814154873,2
-0.643239630356966,-0.6078384631897493,-0.6375237856571642,-0.3579812068843927,-0.5735904396207491,-0.28875411261787454,-0.5252958357895408,3.2894731607217347,1
-0.5673098672086272,-0.5325692693440559,-0.6375237856571642,-0.3579812068843927,-0.20805342743457916,-0.4852557141905082,-0.4662212338031038,3.0049144814154873,1
0.49483406096986005,0.34055337926598767,0.13820494780347423,0.561836460727662,1.634204537636583,0.5428539311684188,-0.2992712716675216,3.4317525003748584,0
-0.643239630356966,-0.7960114478039829,-0.6375237856571642,-0.3579812068843927,-0.5760192569774678,-0.5573892135019813,-0.6370238873725842,2.8626351417623637,1
-0.9456495491029363,-0.8938613998033843,-1.141747462406579,-0.3579812068843927,-0.6567774340883658,-0.7754479527998828,-0.7050881027047831,3.147193821068611,1
-0.032746879526356514,0.3857148955734037,0.3321371311686338,-0.33065989002462876,0.5788833961422917,0.2883138818739104,-0.016740566514997755,3.147193821068611,0
0.4103949278135179,0.701845509725316,1.4957302313595915,-0.3579812068843927,1.1927669830529526,0.8637236350022128,0.23625283764430774,2.8626351417623637,0
1.0418338202022899,0.5701244204953526,-0.8314559690223238,1.763974402557278,4.118884693559852,-0.2671969748926068,0.8180092441629137,3.147193821068611,2
-0.637566717018297,-0.8562268028805377,-0.6375237856571642,-0.3579812068843927,-0.6573846384275456,-0.7671567459824721,-0.6460135007183464,2.5780764624561168,1
1.8831705061218147,1.5316883718740861,0.8363608079180488,2.055401782394761,0.6056003870661978,2.0626321407998005,0.39036049500022985,3.147193821068611,2
-0.19464309865298696,-0.7132153345737201,0.13820494780347423,-0.3579812068843927,-0.6106299043107098,-0.6403012816760884,-0.5856546682539435,2.8626351417623637,1
-0.1798062483826219,-0.14116946134645017,0.13820494780347423,-0.3579812068843927,-0.2098750404521182,0.28002267505649964,-0.6074865863793657,3.147193821068611,0
-0.8575012033790027,-0.8995065893418114,-1.0253881523874835,-0.3579812068843927,-0.6561702297491862,-0.7945177284799274,-0.7102250246166473,2.435797122802993,1
-0.4939983717550585,-0.8336460447268296,-0.05572723556168538,-0.3579812068843927,-0.650705390696569,-0.7588655391650614,-0.6845404150573269,3.147193821068611,1
-0.4689066396801765,-0.7677855001118479,-0.32723229227290884,-0.3579812068843927,-0.6434189386264128,-0.731504556667606,-0.6794034931454628,2.8626351417623637,1
0.6914223270521973,-0.27477228042255597,1.1078658646292723,-0.3579812068843927,-0.45640000215907,0.8686983590926595,-0.4148520146844631,2.435797122802993,0
-0.6491307326701992,-0.7790758791887019,-0.6375237856571642,-0.3397669956445501,-0.6106299043107098,-0.5739716271368027,-0.7012354112708851,2.435797122802993,1
1.9748098754387757,3.5808921743230893,4.0168486151066665,-0.3579812068843927,1.7173915321041997,3.624695505199977,2.2691896842645134,3.2894731607217347,2
0.5548360289750128,0.5005004161880862,1.4957302313595915,-0.3579812068843927,0.44165521548768305,0.9599016340841772,0.41989779599344823,2.435797122802993,0
-0.9175031713841555,-0.8637537222651069,-1.141747462406579,-0.3488741012644714,-0.6355252822170768,-0.7563781771198381,-0.7012354112708851,3.2894731607217347,1
1.0422701981514182,2.2429822537158888,1.1078658646292723,0.7895141012256954,3.188040441597395,1.9274854696760058,0.9644115186510395,3.0049144814154873,2
2.2704559359732555,1.8045391995647246,1.4181573580135276,-0.3579812068843927,1.934163481191347,3.4613587308969858,0.8822207680612146,2.435797122802993,2
0.14834996936192305,1.4131393915671189,0.5260693145337935,0.12469539097143799,0.9104169653343994,0.9880917372633734,1.28033221623068,2.7203558021092404,2
-0.8369914397699687,-0.8675171819573916,-1.0641745890605152,-0.2760172563051007,-0.606379473936452,-0.706630936215374,-0.6716981102776667,3.0049144814154873,1
1.6787274369551666,0.15238039465175413,0.9527201179371445,1.1264770091627847,0.8363380359544779,0.34635232959578527,-0.0424251760743181,3.2894731607217347,0
0.37657563675606787,0.9953953657235205,0.5260693145337935,0.233980658410494,0.8241939491708842,1.0676873227105161,1.8158563255425093,2.7203558021092404,2
2.995279709475502,5.645149815541231,1.4957302313595915,7.583414893687012,5.44684058334582,8.960916212885504,1.5371783118238835,3.0049144814154873,3
0.4354866598883998,0.662329182956327,1.1078658646292723,-0.3579812068843927,1.0579676197550627,0.4848154834465439,-0.2992712716675216,3.2894731607217347,0
